GIS_ASSET_WMID,PIPE_MATERIAL,INSTALLATI_YR,Shape_LENGTH,PIPE_DIAMETER,IN_USE,SOURCE,soil_ph,mean_low_temp,soil_moisture_index
WM12302-P,PVC,H8.12,34.69130423734168,12.0,TRUE,RECORDS,6.193359762859564,4.6640215360610835,2.9526634958215188
WM05831-D,DUC(K),S59.6,292.61547208138654,4.0,TRUE,RECORDS,6.790429304498336,5.791968091990591,3.780921668333774
WM11054-P,PVC,H19.4,509.9683436311461,6.0,TRUE,RECORDS,7.314679466216066,6.439477969287792,3.4628300853909004
WM11547-C,CIP,S17.12,119.59706651385932,6.0,TRUE,RECORDS,8.647295159186939,6.328640321701777,3.0548848960723514
WM03391-D,DUC(K),S51.2,374.89792128869885,6.0,TRUE,GIS_MERGE,5.998669807646928,8.678830925118753,8.24922410013542
WM05254-D,DUC(G),H22.3,659.7426794675921,0.0,TRUE,RECORDS,6.764107736550276,5.580498528839234,6.009745524175459
WM14597-C,CIP,S26.5,47.308475256024394,4.0,TRUE,RECORDS,7.6804222044292265,7.009539051934865,3.5424459918633
WM01926-C,CIP,S10.9,39.52293091228785,12.0,TRUE,RECORDS,7.59995357125417,6.942780829501918,2.2115412231225626
WM01526-C,CIP,T10.10,56.781545252146316,4.0,TRUE,RECORDS,6.682429846295151,5.767551943648803,3.6621953417809108
WM14525-C,CIP,S7.6,115.77195262203895,8.0,TRUE,RECORDS,7.032401379654993,5.121316260983391,2.8279281547991952
WM01178-D,DUC(G),S55.9,37.26708256175334,6.0,TRUE,ASBUILT,7.921512227776329,8.701849151645938,2.8021281041499813
WM04742-P,PVC,S48.11,996.4540343957415,,FALSE,RECORDS,7.097830002130268,5.92566018834909,3.217361299195037
WM06220-D,DUC(K),H4.3,176.49771409330424,6.0,TRUE,ASBUILT,7.300031383041821,6.859805639777007,3.5587133765956778
WM02012-C,CIP,S10.11,16.901362748809333,8.0,TRUE,GIS_MERGE,7.573078940895526,6.1518623879183165,2.7675904953278305
WM03729-A,ACON,S35.9,4.720455285940261,6.0,TRUE,RECORDS,6.729556448050543,2.383176240048874,5.967517468734174
WM10363-A,ACON,S29.7,36.62810043645004,4.0,TRUE,RECORDS,6.749664341539167,4.442612365970107,3.337215502101929
WM07997-C,CIP,S14.4,56.21246248308307,4.0,TRUE,GIS_MERGE,7.108465014330147,3.327441666095893,3.911969821121564
WM04692-C,CIP,S20.5,140.32334992894903,6.0,TRUE,ASBUILT,6.342461429440848,3.098206580325314,3.822417749969976
WM02537-A,ACON,S52.10,421.6679651665763,8.0,TRUE,RECORDS,6.994103390645519,8.71945003598534,3.3832299414337146
WM13305-P,PVC,S57.1,65.2780714071123,6.0,TRUE,RECORDS,8.036865894487267,4.606639603375255,3.311198820632303
WM14094-C,CIP,S13.6,288.99959194882103,12.0,TRUE,RECORDS,6.973548284571493,6.739065165628469,3.1910982276995994
WM01757-C,CIP,S16.8,221.56289431943878,8.0,TRUE,RECORDS,7.226760645429695,3.783862680363984,8.59772881060966
WM01839-S,STW,H9.10,94.86248385148792,8.0,FALSE,RECORDS,7.7559804737089255,3.9369225309517746,6.015566435356703
WM14202-A,ACON,S42.4,19.919295974781562,4.0,TRUE,RECORDS,7.83427076201928,7.545109174325039,3.9759414613449326
WM02522-C,CIP,S23.7,38.74466866666626,4.0,TRUE,RECORDS,6.758488859671419,8.48935370241202,7.384327906951657
WM00420-C,CIP,,228.487827543373,6.0,TRUE,RECORDS,7.698026030323389,7.344377707075126,6.417529428008052
WM06664-C,CIP,,92.96082509696134,4.0,TRUE,RECORDS,7.15437954347116,7.8503237927019605,3.9938583750719188
WM02601-D,DUC(G),H5.2,195.8430951013579,6.0,TRUE,RECORDS,6.198729855638024,5.4038087902963685,2.259110217834127
WM13442-D,DUC(K),H23.4,73.95546537222981,10.0,TRUE,RECORDS,6.207181885139221,7.155534268042667,3.6679228317773447
WM08668-C,CIP,S2.6,1.4300883989781141,6.0,TRUE,ASBUILT,7.786287354608962,6.628241221729955,8.716718317076422
WM14681-P,PVC,S63.10,499.9838339874623,10.0,TRUE,RECORDS,7.211930498024909,6.433322062319559,2.127288775222416
WM04043-C,CIP,S49.3,71.65373161785828,16.0,TRUE,RECORDS,5.68217477815533,6.875726203635275,7.364936856552269
WM05522-D,DUC(K),S37.10,11.964171022620576,12.0,TRUE,RECORDS,6.565955060416964,7.112254614566955,7.155580923353744
WM02337-C,CIP,S30.12,805.365134542044,,TRUE,GIS_MERGE,7.155623948085558,3.2740558410370943,3.2916452952771778
WM04857-A,ACON,S14.6,18.440512883433257,6.0,TRUE,RECORDS,6.333295840636469,7.962094620642767,2.3106196801352636
WM10678-S,STW,S33.2,147.9967907991304,10.0,TRUE,GIS_MERGE,6.324832304265589,6.3183654670759655,3.0048080829080894
WM02785-C,CIP,S13.8,152.62370205658954,4.0,TRUE,ASBUILT,6.943186350069351,6.641202833866664,2.529334257498431
WM05328-S,STW,,112.64493929445598,8.0,TRUE,ASBUILT,6.73186326235637,9.160450159822618,3.0540219896742213
WM03283-P,PVC,H13.4,13.735933567855682,16.0,TRUE,ASBUILT,6.796093180910052,5.1810007447015,3.2754531879685707
WM05476-C,CIP,S14.8,6.227399671617604,4.0,TRUE,RECORDS,8.512073184775332,8.804608436696515,7.691395540636941
WM07572-C,CIP,S44.2,77.0117266819434,4.0,TRUE,RECORDS,6.38916367438028,7.892046320673898,2.517378495318998
WM14843-C,CIP,S16.10,136.4643175315141,6.0,TRUE,ASBUILT,7.5198468761873585,3.6808569031354383,7.3867695867171665
WM06233-P,PVC,H22.11,76.5373514366729,6.0,TRUE,RECORDS,7.622492592828049,5.57123924784017,8.502464506228693
WM00040-C,CIP,S11.2,323.831089282874,4.0,TRUE,ASBUILT,7.001820566435807,7.627390565655097,5.175739045690972
WM04635-C,CIP,S41.11,77.66274946006888,10.0,TRUE,RECORDS,7.763744295166569,7.110124970055165,2.6623561188829603
WM04983-S,STP,,636.802341038041,0.0,TRUE,ASBUILT,6.815295910979504,7.539517637929507,3.5379397788824978
WM04252-P,PVC,S47.5,55.259582166865584,6.0,TRUE,ASBUILT,7.651585257222555,8.068227904236664,6.1872816230950045
WM10616-P,PVC,H11.2,113.50622820811986,12.0,TRUE,GIS_MERGE,7.49470725469433,7.1483906926959095,4.0429824182279726
WM09508-C,CIP,S14.1,113.86459340986039,14.0,FALSE,RECORDS,5.099220672052591,8.259883323004,8.384853286247777
WM06576-A,ACON,S32.10,42.559194866917096,6.0,TRUE,GIS_MERGE,8.031423521970678,5.055314304649673,6.713122958937811
WM06511-S,ACON,S28.7,44.22503024832986,12.0,TRUE,RECORDS,6.439763048658737,3.569447306538173,7.8941293753006025
WM11049-C,CIP,S23.6,112.51697528876684,10.0,TRUE,RECORDS,7.142170641129576,2.9324738194968294,2.6885970033554987
WM14799-A,ACON,S36.9,419.80334523784404,8.0,TRUE,RECORDS,5.959554278075684,7.244137039665717,6.732212943478234
WM13598-A,ACON,S28.12,117.22438338468055,4.0,TRUE,ASBUILT,6.902823563940744,2.774299353439141,7.098345229075255
WM08339-D,DUC(G),H19.2,498.86710434295674,14.0,TRUE,ASBUILT,7.219802725261172,2.7109196055227742,9.73943378650053
WM10990-A,ACON,S43.2,320.8847936688253,8.0,TRUE,RECORDS,8.49854888042409,3.982694543791163,1.4787720609992645
WM02847-D,DUC(K),H26.12,358.84290695612435,4.0,TRUE,RECORDS,7.117383682031074,6.493203586933784,6.617260958327134
WM11201-C,CIP,S24.3,27.131245504919207,4.0,TRUE,ASBUILT,6.191115397632933,6.922929801385507,2.8031166019149865
WM13564-C,CIP,S4.1,198.32014099463413,10.0,TRUE,RECORDS,6.269512816445152,4.616994936549716,5.705767197215497
WM01126-P,PVC,S52.8,197.74589274817117,8.0,TRUE,RECORDS,6.7459457604922966,5.8543120400749284,6.4334275972765305
WM03099-C,CIP,S10.10,6.329970853701525,16.0,TRUE,ASBUILT,8.949764440936033,2.7713421791952086,6.106014892451592
WM13305-C,CIP,T13.11,177.05965404908056,10.0,TRUE,RECORDS,5.94086271212031,6.049829455639723,2.962154167358258
WM12975-S,STW,S4.2,190.62712179182563,10.0,TRUE,GIS_MERGE,6.552507065548848,5.232694605996557,4.454146807939594
WM00694-D,DUC(K),S48.11,97.91528655815637,10.0,TRUE,GIS_MERGE,5.663418067142194,4.311920222980699,5.36342172498939
WM03310-C,CIP,S8.10,52.85911760554154,12.0,TRUE,RECORDS,6.588784813326895,3.9958147703575566,3.4711094770633624
WM10389-A,ACON,S14.12,252.8614442113394,6.0,TRUE,ASBUILT,6.629841679226291,4.64278162820301,6.195038313988663
WM11134-D,DUC(G),H9.1,137.83945532290818,8.0,TRUE,GIS_MERGE,7.055248627590364,7.010591712437683,1.5569890478984119
WM03598-D,DUC(K),H12.9,27.588739541410177,8.0,TRUE,RECORDS,6.894561386027578,8.543001155239555,4.497783396252516
WM02538-C,CIP,S13.2,15.264662164699985,6.0,TRUE,RECORDS,6.700757596447169,6.538228002988908,6.969345480426184
WM11215-S,STW,S5.6,98.28211974398437,16.0,TRUE,ASBUILT,7.054365817138797,6.90472328830683,6.5166427525848984
WM05413-A,ACON,S49.1,203.74757187323848,6.0,TRUE,RECORDS,6.959767431954935,8.463997423201398,2.2641637556600607
WM14074-A,ACON,S35.3,141.4828952707685,6.0,TRUE,RECORDS,7.393667205808174,7.91005958939309,7.32011401913325
WM11137-P,PVC,S55.2,130.88834806685918,6.0,TRUE,RECORDS,6.380791311014516,6.566859477994547,6.9891076597081705
WM12438-D,DUC(K),S47.10,363.93789289191045,6.0,TRUE,RECORDS,7.494262090400929,5.152903860615088,2.5077563461394834
WM05508-D,DUC(K),H25.11,98.2945729698622,14.0,TRUE,RECORDS,8.129391729057847,4.890360485687187,8.027835519145444
WM12614-C,CIP,S15.7,759.3358098725294,,TRUE,RECORDS,6.006860445735591,5.272020520964366,3.298538827406127
WM08397-C,CIP,T13.7,123.47297407230508,4.0,TRUE,RECORDS,6.182063331644283,6.293804770862566,7.353790536815827
WM11005-C,CIP,T13.6,186.50297296486679,6.0,TRUE,ASBUILT,7.603974670522373,5.909353277025827,7.589121918565316
WM11172-D,DUC(K),R4.2,102.82513929390552,999.0,TRUE,RECORDS,6.272342881572804,7.319226243362512,3.2385381866573226
WM12966-A,ACON,S28.5,402.904730166003,14.0,TRUE,GIS_MERGE,7.884398331685063,7.878202810832,4.235368865253474
WM06905-S,STP,T2.11,121.28382525649067,4.0,TRUE,GIS_MERGE,6.713740181047098,5.189808030629271,2.582889023282834
WM11937-D,DUC(G),S54.10,271.5591299955486,10.0,TRUE,RECORDS,7.037210345320317,6.3479519781973535,2.7768454448641706
WM12475-C,CIP,S5.7,440.60817642856273,14.0,TRUE,RECORDS,7.334084181663988,6.110511706635258,6.592657506446684
WM03909-C,CIP,S2.10,461.23129102413805,10.0,TRUE,RECORDS,7.975123956662025,8.270232972819972,9.23281898801522
WM08988-P,PVC,H8.2,6.742828164839011,4.0,TRUE,RECORDS,8.004011150700906,7.62369365433111,2.446299141643295
WM06353-P,PVC,S53.1,2.52300608700898,12.0,TRUE,GIS_MERGE,7.423469217965968,2.90143972644714,5.942158585981728
WM02050-L,PVC,S51.6,196.9061195532704,8.0,TRUE,GIS_MERGE,6.400648811517966,8.660892934572024,4.577776763741891
WM14176-S,CIP,S2.12,272.38867904819926,4.0,TRUE,ASBUILT,5.7703715776459825,6.884094887494135,7.251724029077849
WM09923-A,CIP,S21.6,367.19890473652777,10.0,TRUE,RECORDS,5.319700123346966,8.449602974119836,8.698784269829241
WM03946-C,CIP,S13.12,49.82944579577452,8.0,TRUE,RECORDS,6.038167329245003,7.258637318732002,7.311269230849981
WM02652-D,DUC(G),S15.7,384.8075432363112,12.0,TRUE,RECORDS,5.791841369299177,3.373539926483628,3.992340249420744
WM02573-D,DUC(G),H19.8,55.69248843334208,8.0,TRUE,RECORDS,7.426558165887013,5.898667984602525,7.617381013594239
WM04955-A,ACON,S28.3,155.12802381831716,8.0,TRUE,RECORDS,6.827356462393211,7.706284696086987,6.857045978647956
WM10562-A,CIP,S6.4,106.19012048158766,12.0,TRUE,GIS_MERGE,7.718938318154439,7.867630545236555,5.66154390189364
WM01675-A,ACON,S35.12,80.75232695146406,10.0,TRUE,ASBUILT,7.112879145629455,8.487347746334544,1.6130646311033128
WM11482-D,DUC(K),S47.11,104.94526599658275,4.0,TRUE,RECORDS,7.876801905573371,4.399482256129053,1.658973571768109
WM09680-D,DUC(K),H20.2,336.26020576157316,6.0,TRUE,ASBUILT,6.962157683489009,7.795105717686759,1.870238969997455
WM08386-D,DUC(G),S51.6,56.04915957448975,6.0,TRUE,RECORDS,5.332218715773786,5.050573264529557,1.9009286505148832
WM11668-L,DUC(K),S47.4,63.48986920696916,12.0,TRUE,RECORDS,6.680412123488231,8.368951015975108,5.899031143008484
WM10797-A,ACON,S15.1,61.63374325144832,10.0,TRUE,RECORDS,6.136047378798864,4.0399230319044,3.1725124225782535
WM06620-D,DUC(G),S48.10,40.21266909826227,6.0,TRUE,RECORDS,7.532662201099479,7.126422309074748,9.490733783627853
WM11506-C,CIP,T13.12,316.61385148561385,6.0,TRUE,RECORDS,6.6553784828455615,8.018393824174629,2.1434535940602437
WM09825-C,CIP,T13.6,427.78000187621365,6.0,TRUE,GIS_MERGE,6.649564705877852,2.1501958769867815,2.547777021240099
WM12818-D,DUC(G),H22.4,40.67029571492458,6.0,TRUE,RECORDS,7.128252416570912,2.7967604672513153,2.769611340479203
WM13300-A,ACON,S29.9,241.96358440533368,4.0,TRUE,RECORDS,6.396958295853759,5.591998269313037,6.864629320703085
WM01252-A,ACON,S26.4,437.3526335392744,12.0,TRUE,GIS_MERGE,6.679247069291493,6.636415168517672,5.787676604631486
WM14321-C,CIP,T6.10,654.5346292869363,0.0,TRUE,RECORDS,6.754599371576422,6.316705445393183,6.797594257726747
WM07175-D,DUC(G),S60.8,45.088193253548525,8.0,TRUE,RECORDS,6.284114113412049,5.709818679343834,2.685129955697837
WM09567-C,CIP,S13.11,175.66322743110504,10.0,TRUE,RECORDS,5.807407783784204,8.651989054595317,2.032585435931848
WM02754-D,DUC(G),S48.1,276.080398565784,4.0,TRUE,RECORDS,8.193477017594557,7.4012715113707275,2.6204671486123736
WM12562-D,DUC(K),S60.6,474.2970573695857,6.0,TRUE,GIS_MERGE,7.108328119476538,8.027419376120577,4.963432383447285
WM00493-P,PVC,H1.5,13.235764857105096,12.0,TRUE,ASBUILT,7.020526662515117,5.1900902027167675,2.4203532044187748
WM00671-C,CIP,S18.10,202.53114489007567,10.0,TRUE,RECORDS,6.80029127831975,2.0380334872594794,3.7934638719658293
WM04879-A,ACON,S30.3,382.3004330100157,6.0,TRUE,RECORDS,7.065654317059186,6.551458456755855,7.274454089342546
WM00118-C,CIP,S52.5,27.06095374168217,8.0,TRUE,RECORDS,8.252233024397377,3.169827390677715,6.6088296571160425
WM05556-P,PVC,H7.2,194.11486233710457,6.0,TRUE,RECORDS,7.232491801418537,7.332380023575713,2.7241827361478705
WM02739-D,DUC(K),H22.8,261.1573631740175,10.0,TRUE,ASBUILT,6.406527773207218,5.941635578140584,3.349507035032523
WM08235-C,CIP,T12.6,285.3145546455926,8.0,TRUE,RECORDS,8.298088789100069,6.575015050001359,3.0452838672997125
WM06529-A,ACON,S32.4,187.65115096478257,10.0,TRUE,RECORDS,5.732130836203301,7.000193079595515,4.18943562033401
WM13685-D,DUC(G),S55.8,215.17659175404697,8.0,TRUE,GIS_MERGE,7.918576001912893,7.213893831941073,5.778666265946454
WM03476-C,CIP,S15.11,459.89858038089733,4.0,TRUE,ASBUILT,8.082487518777715,8.171490003945268,2.9720276773252947
WM01137-D,DUC(K),S57.12,165.67820828076947,10.0,TRUE,ASBUILT,6.044171373143482,6.627159729920827,2.819981155873493
WM14647-P,PVC,H18.11,82.47087871027179,8.0,TRUE,RECORDS,5.869194654599998,3.2044286487542766,2.4816077844271613
WM03637-D,DUC(G),H2.7,358.6334321329705,6.0,TRUE,RECORDS,7.0390189985782134,5.188896800202304,7.670399289867069
WM14084-C,CIP,S11.11,79.92304410054203,4.0,TRUE,ASBUILT,6.206146007901089,5.401280047492181,2.8173937045972393
WM13367-D,DUC(K),H14.5,293.567319480906,16.0,TRUE,ASBUILT,7.628479582899681,7.7917526719026045,8.205675950129661
WM12335-C,CIP,S31.7,198.0660494929325,8.0,TRUE,RECORDS,7.835468815371949,8.138333998820647,7.024201162491503
WM06678-D,DUC(G),H6.10,98.38789279651974,6.0,TRUE,RECORDS,5.376127181554279,4.251346815377013,3.0955146302227297
WM09242-C,CIP,T8.6,24.828184283935116,10.0,TRUE,RECORDS,6.28071228414208,5.100828678624867,5.876305454129707
WM03592-C,CIP,,66.33200416998443,14.0,FALSE,GIS_MERGE,6.234480399156444,7.673625076893628,6.892041559222154
WM13858-D,PVC,H16.3,2.1396600849329843,4.0,TRUE,RECORDS,8.112944923869366,5.356521530632016,3.4981221188824305
WM13921-D,DUC(G),,163.00804346324003,14.0,TRUE,GIS_MERGE,7.763537194987807,6.239360224499692,5.167578481032766
WM00485-P,PVC,H26.5,64.34026496711886,4.0,TRUE,RECORDS,6.920691003774692,5.379818422867959,6.850564148737637
WM08108-C,CIP,S6.4,1.3651926960155834,10.0,TRUE,ASBUILT,6.0444412510282435,8.21399812733496,1.6700266527348535
WM09008-C,CIP,S14.12,208.76787437454914,4.0,TRUE,RECORDS,6.925860198218606,7.858187457068134,2.638879610947753
WM09371-A,ACON,S23.9,240.62439328544133,14.0,TRUE,RECORDS,8.16113319942008,3.838241150638252,6.7404464773558725
WM02115-C,CIP,S25.1,57.1404630384568,14.0,TRUE,RECORDS,7.468173613425362,7.715917525323973,7.779403025517246
WM12767-C,CIP,S11.12,9.706746673429734,10.0,TRUE,GIS_MERGE,6.98426797695352,7.8134872820635595,4.268608415182436
WM02178-P,PVC,H27.1,86.39646141802223,36.0,TRUE,RECORDS,6.52193489951158,5.18092297245679,3.5003346372303783
WM06685-D,DUC(K),H15.9,556.3358018121071,8.0,TRUE,ASBUILT,7.913185435276682,6.072168611503675,9.729294520058941
WM08718-A,ACON,S23.9,32.39935766450799,6.0,TRUE,RECORDS,7.321621342163335,6.262625361029991,2.9517134203567754
WM10766-C,CIP,T9.2,56.61371263557521,12.0,TRUE,RECORDS,5.540229572763531,6.204035746854401,2.3950806180959976
WM12284-C,CIP,S14.5,65.64408790335438,10.0,FALSE,RECORDS,8.074893262134454,4.38797554472615,7.514766386563009
WM10539-C,CIP,S34.11,12.765697576061939,12.0,TRUE,ASBUILT,7.597886042336962,7.325017853891088,5.877743026633997
WM08069-C,CIP,S8.12,179.32796316231543,6.0,TRUE,RECORDS,7.227326001652476,5.194447713881575,2.760435531583796
WM00087-D,CIP,S14.11,443.49780337441916,6.0,TRUE,RECORDS,5.284966650620746,6.786057431056431,9.150520821034632
WM05838-S,STP,S7.11,33.663043867069064,8.0,TRUE,RECORDS,7.231782117535112,3.7628961746169556,7.144475572301646
WM00547-D,DUC(K),S57.8,343.26915265063144,6.0,TRUE,RECORDS,6.306405993024005,2.794736049917831,3.465121138578917
WM11028-A,ACON,S14.1,298.4364767643783,14.0,TRUE,RECORDS,6.082366115943745,7.531642508245722,6.563554271941513
WM09975-C,CIP,S17.3,572.956615425901,80.0,TRUE,RECORDS,6.708686781312818,7.166323324391987,7.778836316795567
WM04273-C,CIP,S24.6,253.22275818222988,4.0,TRUE,RECORDS,6.894947636009722,8.239483725252661,3.001962220547519
WM09517-A,ACON,S6.11,214.39745634848077,4.0,TRUE,RECORDS,6.95611991723325,5.52503839983396,8.2454319426522
WM05964-C,CIP,S24.1,58.69334525265003,4.0,TRUE,RECORDS,7.419808982734086,4.973270606512973,2.716284467028809
WM08760-C,CIP,S8.3,334.0101031447921,8.0,TRUE,RECORDS,6.6238579615058,4.3458075403536816,1.8132273841879205
WM09156-A,ACON,S49.12,153.2540558067558,8.0,TRUE,ASBUILT,7.4683807529179935,6.127116880453121,6.97812915583088
WM03747-D,DUC(K),S42.8,37.36177209686139,10.0,TRUE,RECORDS,6.825720510147032,7.898194534291817,6.917442067776096
WM11720-D,DUC(G),H21.12,73.81228828912572,10.0,TRUE,RECORDS,6.3783312369027145,4.6882157681857235,2.2650417461180137
WM10877-C,CIP,S19.3,409.68392087595566,6.0,TRUE,RECORDS,7.704097154203333,6.325792346019552,2.67493721371994
WM04966-D,DUC(K),,281.2951059104089,12.0,TRUE,RECORDS,7.355147889857771,7.39851071889519,3.3182467519206145
WM03776-C,CIP,S18.4,533.7209597207693,8.0,TRUE,GIS_MERGE,7.59803361536758,6.483594459251064,2.0391559185616788
WM05407-C,CIP,S20.11,205.0959560887568,4.0,TRUE,ASBUILT,7.1999879386089045,8.003427851162702,3.214762749886379
WM13636-D,DUC(G),R2.9,405.1355460935156,8.0,TRUE,RECORDS,7.267402390136534,5.768330064110632,8.657866489462844
WM01305-C,CIP,S9.8,110.66705790350534,4.0,TRUE,ASBUILT,6.588804039282104,3.7683712582976145,5.360604897261021
WM07961-A,ACON,S43.7,679.4495808923239,0.0,TRUE,RECORDS,5.764243951998803,6.764667602472795,10.712391907839066
WM05148-P,PVC,H8.2,69.32567644630763,10.0,TRUE,RECORDS,6.356303956158723,7.986968129583392,2.7825730463771827
WM09147-D,DUC(K),S59.1,62.5494727068799,4.0,TRUE,GIS_MERGE,6.618258170632261,8.583967789828238,1.403115360888514
WM10120-A,ACON,S37.7,113.263282031563,8.0,TRUE,RECORDS,6.149671974867926,8.17046109186846,8.29248447628817
WM06037-C,CIP,T10.9,532.6275214334382,6.0,TRUE,ASBUILT,8.209094085301988,6.552833778998977,3.359761678841755
WM08758-A,ACON,S21.11,330.6770310093707,10.0,TRUE,ASBUILT,6.1892195892877435,6.00234409300022,2.9497816373049943
WM13946-D,DUC(G),S47.2,7.011875064345077,10.0,TRUE,RECORDS,7.345361459903013,8.604068749059765,6.406423442249399
WM00075-C,CIP,T14.11,93.01530256032856,16.0,TRUE,ASBUILT,6.332265656794727,7.483616724145275,7.0377360671139675
WM14092-P,PVC,S52.11,350.9248727121303,10.0,TRUE,RECORDS,7.175865592477187,6.07098278200308,2.867167369848402
WM04855-C,CIP,T14.10,287.38054835987714,14.0,TRUE,RECORDS,6.915883021282046,6.093006855003989,2.9713347167563997
WM14321-P,PVC,H16.5,209.7403726726916,6.0,TRUE,ASBUILT,6.253563827146434,6.180947033497768,7.460768187625687
WM07529-D,CIP,S45.11,516.435974524924,8.0,TRUE,ASBUILT,7.472220689329275,8.301587931421377,3.2343261663909173
WM05923-C,CIP,S32.2,184.19121466732759,4.0,TRUE,RECORDS,7.174247896355703,1.6215237444372599,6.534756874338386
